"1","2","3","4","5","6","7","8","9","10","class"
0.456320934928954,0.596805385313928,0.979292975971475,0.504839875735343,0.565115550532937,0.191008354304358,0.51749785640277,0.637241455027834,0.501064391573891,0.947542708832771,0
0.417165174987284,0.194182438450632,0.776233563700983,0.202243819602759,0.337930446549124,0.182373873423785,0.554415094433352,0.417662716004997,0.29208984808065,0.322538232663646,0
0.428645481588319,0.129177897702903,0.280755194136873,0.689537095837295,0.647693573031574,0.859235858544707,0.135754010640085,0.959685393841937,0.979526865994558,0.673694181255996,0
0.567807863982286,0.429578759707876,0.924255246861426,0.255739060931384,0.453930508139795,0.718400029465556,0.782558262813836,0.452780978055671,0.732905454002321,0.51726485369727,0
0.335196849844153,0.280498135589338,0.434460613742003,0.765213945421076,0.794009742706365,0.367661830037832,0.256673369556665,0.20637717214413,0.203282206319273,0.901965048862621,0
0.664953356079453,0.435945263684847,0.354194826438159,0.0845490930396572,0.6470431629007,0.403418539091945,0.555441164178774,0.400583200156689,0.800930881639943,0.00259612454101443,0
0.305365223172333,0.480132131818639,0.576980487325089,0.885690687682652,0.279329849224689,0.908031429862604,0.146259652450681,0.599852117476985,0.799995191162452,0.643412397708744,0
0.446234967792407,0.63452135422267,0.30888138175942,0.717284443322569,0.470938650192693,0.255276400828734,0.967083126539364,0.358954990282655,0.00495606218464673,0.128050937317312,0
0.337566835340112,0.650357411708683,0.14545923890546,0.717279272386804,0.597464514197782,0.350849995389581,0.858730702195317,0.256056485930458,0.292885791743174,0.345497968606651,0
0.73367638448709,0.835060312699748,0.563265851774809,0.640063903723904,0.296504531597878,0.26585895800963,0.418971123406664,0.259816347621381,0.766856703674421,0.0608207602053881,0
0.243209447279766,0.101678572293882,0.669908469799111,0.319546856124131,0.564649382270037,0.329047036124393,0.196897534886375,0.0261061380151659,0.339190248632804,0.798355530248955,0
0.415823934160806,0.062275359960873,0.653850786035625,0.603242980760783,0.502190111729004,0.976573196938261,0.734886093065143,0.810913907364011,0.64333355682902,0.776223610155284,0
