CMI,HiCS,II,MAC,MS,MWP,TC,UDS
0.18653341080082356,0.18853616126249723,-0.03072628633839893,0.8660961991916808,0.2565519601738713,0.523489744152958,0.21320289103727852,0.0
0.23498043986795597,0.24596301651564825,0.1372935593798914,0.8660961991916808,0.30989235655416814,0.5036230163652041,0.2588392717902165,0.01833890080228804
0.27919981935246085,0.226193079796021,-0.44166805804302905,0.8660961991916808,0.37654018340712025,0.5089467056756921,0.7007855692037104,0.0
0.456123738356262,0.25540534500161305,0.01836465494605404,0.8660961991916808,0.5002037573005156,0.5012202540908234,1.884429149993434,0.34855257449579446
0.3801614110698721,0.24007265477227782,-0.5179056363372561,0.8660961991916808,0.5526482099218957,0.5554054031737912,1.787687513919424,0.2783018589656012
0.655715390792464,0.2530584281049387,0.46905340174472226,0.7707158496301472,0.6960220732233279,0.7374188418397026,2.9207764320457263,0.35892692335216136
0.6805714586405703,0.2599379354603354,-0.6577457811390922,0.7832521683924893,0.7086856089707042,0.7759804911905885,3.1443941558568502,0.3816344937659919
0.8614441076881721,0.27138403679069856,-0.6173656951515647,0.8621974234586338,0.8679816531307301,0.8950029317483428,5.3668687424589425,0.4768515719772704
0.9118619724212077,0.27633988088432326,-1.5937370173880585,0.891020933249083,0.9057641883098967,0.9104335584081903,6.399385485676708,0.6152434494904359
1.0798565911735123,0.3027410879074531,-1.9919658488443317,0.9059141165292626,0.9670408381695035,0.9801462975000579,8.935519504096764,0.6940283557773576
1.1582475459888735,0.30571375984715315,-2.2354333952493626,0.933973441496374,0.9538999814367604,0.9391893190339744,9.300041616072699,0.7057570411079158
1.0234928170276016,0.3022572874148419,-1.610557522648511,0.912466314558189,0.9589751479561641,0.9839522598592981,8.299430454798271,0.677251970246276
1.038787091804331,0.29749042129363423,-1.3636802117998283,0.9198610645948995,0.9305238758531931,0.9576067087412375,7.371693811592255,0.6491045726642636
0.9805584966026233,0.29826859779369747,-1.3638945623770233,0.8882817504986376,0.8942179022040067,0.9390348731396213,5.792231775056609,0.5182042601320813
