CMI,HiCS,II,MAC,MS,MWP,TC,UDS
0.14505251935446153,0.36668031968031944,0.040420993960613584,0.8660961991916808,0.0020609783458893213,0.651594895835112,-0.006907552669840111,0.0
0.12577654525630277,0.3567842990342991,0.48619384686605743,0.864585415137652,0.008953813968088378,0.610084388630683,0.13920238805479124,0.0
0.12680213911683683,0.4078724886224886,-0.36523622924405325,0.8660961991916808,-0.022888338553453607,0.6264518079357603,-0.047444277049675465,0.0
0.12936742808545604,0.336010510731099,-0.015106819746683615,0.8660961991916808,0.01936231578425286,0.567105233341257,0.2846997696709579,0.0
0.12979976765543466,0.3594021915477024,-0.23998971499885344,0.8660961991916808,0.008507455888577212,0.6433163529619729,0.05342939238488166,0.0
0.1585610861750765,0.34210564435564444,-0.35363450121901385,0.8660961991916808,0.02987538011156309,0.5993212882022987,-0.06552777086464988,0.0
0.12176667968308866,0.3948816738816739,-0.012556592796980756,0.8660961991916808,0.031003121296937986,0.6572514707461916,0.21836892982762665,0.0
0.10090667647255228,0.41582944832944824,0.02144920188876336,0.8660961991916808,5.868799331620158E-4,0.6689430109510182,0.027316452152796114,0.0
0.13656121704235427,0.41859812409812414,0.05347386535212157,0.8660961991916808,-0.00504002679236573,0.7521375819555436,0.3417924961095733,0.0
0.10512233264782053,0.32513791763791766,0.11229215646659518,0.8660961991916808,0.009576277554311273,0.6675992357214855,0.04021821481985856,0.0
0.10159882887629607,0.4695205627705627,-0.4254732380244288,0.8660961991916808,-0.00708317362434004,0.6467681833155051,0.35910005611745405,0.0
0.12185176495562292,0.4244691974691975,-0.37220788850537884,0.8639514857727114,-0.011971824627604835,0.6981769953173862,0.3433296244700237,0.0
0.14073459362240437,0.42023101898101894,-0.17327127257278072,0.8660961991916808,0.0393182130034753,0.7365342450907175,0.15851227790728928,0.0
0.12111325764330991,0.4125332167832167,-0.3519723959383032,0.8660961991916808,-0.029628427127361173,0.688230901571994,0.2405126124678384,0.0
0.12531941019750525,0.4282367632367632,-0.24012513385436055,0.8660961991916808,-0.012551555226076552,0.7350142954111066,0.12310355356489162,0.0
0.1346245260335335,0.405551948051948,-0.0718263124652738,0.8660961991916808,0.03677418716241333,0.6827587121916804,0.10566242470345698,0.0
0.13175550963316016,0.4005468355174237,0.450438434175133,0.8660961991916808,-0.01619028215918828,0.6875722419509425,0.2700383369760039,0.0
0.1144754205186691,0.3979060661560661,-0.1925595847765168,0.8660961991916808,0.0074350140927557104,0.6251769441549828,0.10653507653877388,0.0
0.12560577358563654,0.2996139693639693,-0.4854807253917556,0.8639514857727114,-0.0012535621329685708,0.6086944101136036,0.04279864328824006,0.0
0.13554717066426014,0.3638991025314555,0.6745995090670159,0.8660961991916808,-0.015912050080430538,0.6966016857332431,0.2210181529346564,0.0
0.11315621468370629,0.419160755910756,-0.010509693800815064,0.8660961991916808,-0.005818135006335567,0.6496690529722495,0.4331766975124762,0.0
0.13756028177063123,0.36983405483405485,0.1397062188864679,0.8660961991916808,-0.01184059102934904,0.5989454015205634,0.28127093107977813,0.0
0.16141171228285012,0.4356022311022312,-0.05376811804486543,0.8660961991916808,0.05733306899676517,0.6630782783142046,0.4847602431656229,0.0
0.14473137647453196,0.36331995781995796,-0.2870905421844588,0.8660961991916808,0.00892130113094711,0.6488530376188881,0.44883666091692864,0.0
0.15643464006392324,0.39897932622932614,-0.10675771416816714,0.8660961991916808,0.02994338839409645,0.6895456653428366,0.6300517495325711,0.0
0.190175335890156,0.3136848341716763,-0.14214205066769645,0.8660961991916808,0.0022671549267521732,0.7283692803217199,0.4981910505078912,0.0
0.14047959894449524,0.33101176163018275,-0.36833409789048893,0.8660961991916808,0.01982611097898815,0.6565708714678091,0.4103389601429877,0.0
0.15320005070357468,0.3898216228216228,-0.69310655726041,0.8660961991916808,0.015906674484269447,0.6832662536981174,0.10849350930234605,0.0
0.12476285674733137,0.38356110556110556,-0.18358173525751187,0.8660961991916808,-0.03520372098576997,0.6579571375008529,0.023807092387570544,0.0
0.14392066768253153,0.39647591297591284,-0.599941129482564,0.8660961991916808,-0.04272351351953531,0.5859737369098208,0.21622242951968088,0.0
0.12709951188771934,0.40156194132664713,-0.26539490378751984,0.8660961991916808,-0.0226259979294869,0.6526157236017365,0.42475501620227407,0.0
0.14308689725047297,0.4550127095127094,0.17640733442440013,0.8660961991916808,-0.04394679173943547,0.7311802803990802,0.30452953069182664,0.0
0.09880066669059048,0.33384257409257406,-0.10538200234365729,0.8660961991916808,-0.016670519360458665,0.6228387126751951,-0.03020055942252353,0.0
0.13025643393820135,0.409372571872572,0.22582825441698243,0.8660961991916808,-0.019555989006923943,0.6822821988036061,0.007515487878147447,0.0
0.13673538014615685,0.42392823842823846,0.4590207253943979,0.8660961991916808,-0.027326001096316846,0.6381038214891107,0.10329565132925364,0.0
0.12097442739800748,0.3680255855255855,0.23076266687003705,0.8660961991916808,-0.011458235172499717,0.5947961302736153,0.013950707725543276,2.562801014258908E-17
0.15027257824892168,0.35207160014048566,0.3514326112251935,0.8660961991916808,-0.026558402286165315,0.6860727028020872,0.2646803375855503,0.0
0.14168151254369057,0.385820674939096,0.13027103370647652,0.8660961991916808,-0.013561744295822598,0.6180500101722316,0.35207044062665355,0.0
0.12192614406451349,0.3528259795759795,0.7419917768623356,0.8639514857727114,-0.01024032890882931,0.6059559687814235,0.30137146495287487,0.0
0.16479542999730684,0.385646696440814,-0.24730987378841843,0.8660961991916808,0.015146357089782387,0.6766534189380385,0.34394035668132533,0.0
0.12956202613289963,0.3660869685869686,-0.5670988362146019,0.8660961991916808,4.459862241230732E-6,0.6711031207203705,0.2814194960254696,0.0
0.12263636829664007,0.45104023754023764,-0.18452285080423658,0.8660961991916808,-0.0164521366824612,0.6886784730929612,0.13050588170326308,0.0
0.1594436549981579,0.3617944261620732,0.40704016906008206,0.8660961991916808,0.0018028918795121446,0.622582242935132,0.3888352499135384,0.0
0.1330745239393523,0.4029939651851416,0.013199746887630542,0.8660961991916808,-0.03560744857799587,0.6610146402870523,0.22808932161346063,-2.4579602487224605E-17
