"1","2","3","4","5","6","7","8","9","10","class"
0.654195494716987,0.949602670734748,0.674099110066891,0.0936756958253682,0.480532455490902,0.211763923522085,0.272305890452117,0.0944050368852913,0.710154194850475,0.810379845788702,0
0.157288349466398,0.466939113335684,0.141149522969499,0.220567139564082,0.266050103353336,0.621937133604661,0.0668826575856656,0.831988508580253,0.878609664738178,0.129857799038291,0
0.0577658207621425,0.152209935477003,0.641904215794057,0.737611666787416,0.403500280808657,0.208621832774952,0.230275741312653,0.0523177559953183,0.148914079647511,0.740073319990188,0
0.622184199048206,0.851923654787242,0.554287514649332,0.00172850606031716,0.896535668056458,0.573684413218871,0.826228858204558,0.441056049894542,0.930902258027345,0.944931373698637,0
0.0190531783737242,0.794131973991171,0.652091875905171,0.794206554070115,0.0365060607437044,0.620065664406866,0.392303793691099,0.854521862231195,0.935799524420872,0.890921211102977,0
0.956384870223701,0.882369506871328,0.704604647820815,0.347974684787914,0.238596437964588,0.713298768270761,0.00330015178769827,0.652678269892931,0.801923397695646,0.164700794266537,0
0.451613789889961,0.219273622147739,0.0670597651042044,0.691721661016345,0.375511764548719,0.514665029477328,0.74650471098721,0.414563833037391,0.0594432654324919,0.493016242515296,0
0.579863200429827,0.712732907617465,0.786099884659052,0.727418082766235,0.60706477984786,0.872986872913316,0.796422630548477,0.596955084707588,0.656575042521581,0.390687904553488,0
0.602729361271486,0.0462976086419076,0.555379453580827,0.786327140638605,0.850535162491724,0.658311658306047,0.784282470587641,0.78989343601279,0.465133097954094,0.324256953317672,0
0.699906482826918,0.538451510714367,0.366591323865578,0.292462748242542,0.81322237639688,0.018121941247955,0.578918426530436,0.609291596570984,0.955805617617443,0.78789431671612,0
0.426084944745526,0.08631397690624,0.0413260376080871,0.511506354669109,0.886437983019277,0.646212831605226,0.519470951519907,0.376426528673619,0.439820128725842,0.27684408123605,0
0.894049868918955,0.916149293538183,0.496343836886808,0.0408599958755076,0.31383850844577,0.862425207858905,0.782558161532506,0.00538358325138688,0.30251026712358,0.0587404924444854,0
0.993491173954681,0.185547741828486,0.756754177622497,0.368111043004319,0.711952701210976,0.447597945574671,0.779993168078363,0.880679736379534,0.569697378203273,0.13695942889899,0
0.999043090036139,0.558548385510221,0.179137603612617,0.432082396000624,0.28412046446465,0.880258595105261,0.755654519889504,0.632110358215868,0.380977358669043,0.184872110141441,0
0.78461646521464,0.302694227546453,0.355763423256576,0.808994149789214,0.523501131450757,0.433232168667018,0.298013739986345,0.155895135132596,0.842238974757493,0.196463781176135,0
0.202353090047836,0.182553666643798,0.756955560296774,0.235214123968035,0.677304635057226,0.645664942683652,0.712183995405212,0.28172533842735,0.334003887139261,0.757149484241381,0
0.772975302767009,0.864049399271607,0.60866951639764,0.426263939356431,0.96492162020877,0.146200828487054,0.0483150838408619,0.671619841596112,0.172248745337129,0.281938233645633,0
0.901132206665352,0.523311717435718,0.497188506182283,0.185415602754802,0.315483239712194,0.0911496707703918,0.192762651015073,0.547493614256382,0.156021752860397,0.333955344278365,0
0.277439548401162,0.12991457269527,0.751927047036588,0.900427189655602,0.95921163703315,0.588866889476776,0.673820326803252,0.036659803474322,0.323581516975537,0.936477932380512,0
0.609786109533161,0.124435513047501,0.481622291961685,0.811803179094568,0.601025211857632,0.920509906252846,0.0152293846476823,0.698017980670556,0.47124574938789,0.597491617547348,0
0.396502204006538,0.355073725106195,0.93856947356835,0.907301985425875,0.00347157823853195,0.741719930665568,0.322600984945893,0.96137977973558,0.58506776439026,0.486558198696002,0
0.141152367228642,0.999023076379672,0.8556649829261,0.242499831598252,0.381782162701711,0.599699515383691,0.292772717541084,0.310450099641457,0.429232676513493,0.127184245269746,0
0.439687973586842,0.0509536594618112,0.512933168793097,0.917239962844178,0.261744448216632,0.975670327898115,0.305000059306622,0.00934999855235219,0.438781741075218,0.119327782886103,0
0.254021755186841,0.152776873437688,0.857411481207237,0.442543196957558,0.297710568644106,0.507086900062859,0.082475405652076,0.0449366634711623,0.303748787613586,0.293269232148305,0
0.912901662988588,0.219213685253635,0.132907803403214,0.158860300434753,0.500981710152701,0.243053344776854,0.886423339601606,0.530706034041941,0.382668015081435,0.154256052570418,0
