"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","class"
0.440755571518093,0.506663853232749,0.460424114763737,0.839039248647168,0.373016162775457,0.448793734190986,0.676460019312799,0.449761392083019,0.981284368550405,0.668152617290616,0.573528456268832,0.288599714869633,0.999481691513211,0.737490148982033,0.504991851281375,0.282348695443943,0.833050621440634,0.462369224755093,0.0434641102328897,0.52572098816745,0
0.239059829572216,0.235199158382602,0.255502565880306,0.458454505540431,0.132940979907289,0.842636515619233,0.767746338155121,0.376850189408287,0.527490394422784,0.511869597248733,0.675907411146909,0.489323983434588,0.220033794874325,0.422677615191787,0.233027095673606,0.528902221238241,0.74483130662702,0.0362822834867984,0.528003913350403,0.808170036179945,0
0.908050021063536,0.872446796181612,0.873788545466959,0.482677846448496,0.612542946124449,0.308265592204407,0.396804888499901,0.481434657005593,0.418480580439791,0.718298516236246,0.482509922236204,0.886591854505241,0.929589159553871,0.991190469823778,0.136922355974093,0.389848173363134,0.908148942980915,0.851767406333238,0.0600660070776939,0.681992778088897,0
0.219986982084811,0.232939312118106,0.223497743206099,0.293318815063685,0.332629792159423,0.712797935586423,0.502606509719044,0.0401759566739202,0.270945712691173,0.959891202161089,0.846644189907238,0.399132946506143,0.872181267477572,0.857819500146434,0.743014811305329,0.274030915694311,0.55911237699911,0.659361638827249,0.557400577235967,0.790112498449162,0
0.0186655247816816,0.00209917987231166,0.0477607588283718,0.0353377093560994,0.903544401982799,0.526901943841949,0.0994965531863272,0.171840117545798,0.836270495783538,0.661595183657482,0.509260044200346,0.65877548721619,0.00672056362964213,0.0891962163150311,0.074960760306567,0.745724315289408,0.768025189638138,0.386723790317774,0.95387279195711,0.480890319449827,0
0.668021681345999,0.624408084107563,0.64609791955445,0.733833548147231,0.682842625537887,0.804473639465868,0.231871526921168,0.889289228478447,0.230475043645129,0.619038563221693,0.819705693982542,0.929869553539902,0.696211419533938,0.8298965387512,0.95510648493655,0.296114964177832,0.535477398894727,0.422916280338541,0.278070102678612,0.91660875803791,0
0.929433170915581,0.948449896741658,0.949749426962808,0.777081397129223,0.780058014206588,0.585774485487491,0.179986055009067,0.438311696285382,0.138770303921774,0.573222422972322,0.328124213730916,0.702590640867129,0.00174913089722395,0.472921613371,0.659833722980693,0.360194635111839,0.9719465628732,0.132246138527989,0.112922636559233,0.469101178925484,0
0.242856722814031,0.220015797181986,0.244706866960041,0.616087382426485,0.371961643453687,0.687399357091635,0.0762930728960782,0.85754353669472,0.594386301003397,0.23505555675365,0.964127885876223,0.923620008630678,0.507402049377561,0.522354650078341,0.376616121269763,0.577296615578234,0.435755814192817,0.517828505719081,0.773191381013021,0.428633568109944,0
0.237250893143937,0.679206358036026,0.574262948241085,0.45997378253378,0.516382995527238,0.0934475525282323,0.170864138286561,0.412013771245256,0.113260449608788,0.752788536716253,0.171283789211884,0.321601450210437,0.85123772197403,0.489718069555238,0.824242793256417,0.692358292872086,0.806151884142309,0.924898403929546,0.411912314360961,0.278842274099588,1
0.106594669539481,0.113654026319273,0.128125536465086,0.431926310295239,0.924170780228451,0.286584991030395,0.815299770794809,0.937233986798674,0.0198347205296159,0.77200190583244,0.720175845548511,0.737358577782288,0.637295017251745,0.714675522875041,0.481824759859592,0.697042169049382,0.641974766273052,0.367947049671784,0.408513412578031,0.537748548435047,0
0.74975310289301,0.811959534883499,0.766911996761337,0.424149192869663,0.659424856305122,0.0840607061982155,0.142628901638091,0.569405422545969,0.845609484473243,0.356797975255176,0.626100972294807,0.765852207317948,0.248287628637627,0.643152645556256,0.591714828973636,0.0670588864013553,0.51645196066238,0.0797273709904402,0.132190886652097,0.296807255363092,0
