"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","class"
0.437892610114068,0.506718651461415,0.463307260186411,0.0734917628578842,0.716183728538454,0.127109972061589,0.872862663585693,0.671088507166132,0.781379567459226,0.524658601731062,0.558105912990868,0.628018718212843,0.118076476734132,0.284708559280261,0.641924428055063,0.0889229984022677,0.354330061702058,0.733509442070499,0.539756183512509,0.704457872314379,0
0.679924348718487,0.737058971449733,0.740961754065938,0.274590184679255,0.0462891396600753,0.0535932364873588,0.448143216548488,0.717887543607503,0.96253704209812,0.207721632672474,0.1148275162559,0.675609691301361,0.906252528075129,0.160514133516699,0.396490674698725,0.942621082998812,0.616634935839102,0.457291162805632,0.411382023477927,0.243001561844721,0
0.718151493323967,0.731179360137321,0.738289196626283,0.184055166319013,0.372135686455294,0.836018964415416,0.187142236158252,0.432207768550143,0.000983303878456354,0.442793879657984,0.997416246915236,0.414567643776536,0.528451842721552,0.0618940107524395,0.591623788932338,0.675766062922776,0.454530952265486,0.116047508781776,0.160582466283813,0.016489876434207,0
0.570525176287629,0.545502115087584,0.576900095422752,0.389394881669432,0.0673086792230606,0.381313462974504,0.795063097029924,0.658057692693546,0.303389582317322,0.957761813420802,0.151557133533061,0.331678191432729,0.00615842477418482,0.150781162781641,0.531123287044466,0.585986108984798,0.113852840149775,0.563875229796395,0.971822852501646,0.076525826472789,0
0.0995309724938124,0.129240227863193,0.0911495218519121,0.209760069381446,0.952378813410178,0.330771683482453,0.15181106259115,0.585214596940205,0.491327613359317,0.628163218731061,0.776453535072505,0.653272383380681,0.00507812690921128,0.29192111431621,0.141139492625371,0.364558468107134,0.968798843678087,0.645383781287819,0.909181659342721,0.349396949401125,0
0.0700623987708241,0.100118637317792,0.107756675430574,0.282659565098584,0.967174871591851,0.0398678523488343,0.446270587621257,0.400777746457607,0.510506839025766,0.0887717066798359,0.128053661203012,0.847915853373706,0.381666616536677,0.845690034562722,0.937556108925492,0.250698221847415,0.232096502091736,0.575724424095824,0.534529715310782,0.827441124944016,0
0.226374065014534,0.190891521074809,0.179906418919563,0.709367892006412,0.747968061594293,0.834345406387001,0.0482401857152581,0.242195777129382,0.125139323528856,0.529304600553587,0.0559416967444122,0.679647439159453,0.791185994166881,0.659148494480178,0.899719062959775,0.335933452006429,0.487512710504234,0.102390924934298,0.5626993146725,0.0994768803939223,0
0.114088649186306,0.122686393884942,0.105308569269255,0.974714206065983,0.248572071315721,0.856023391708732,0.329434324987233,0.614211401436478,0.628347602207214,0.896193458465859,0.403323881095275,0.205919764237478,0.389441238017753,0.0423668613657355,0.573612376349047,0.305472197476774,0.208692040061578,0.846539021702483,0.231111191213131,0.639455642784014,0
0.452468800102361,0.421794811449945,0.457489603664726,0.11668750597164,0.490500671323389,0.406770758097991,0.69157310994342,0.97159993252717,0.105099298758432,0.44187615159899,0.449270622106269,0.434473015367985,0.651147925760597,0.301481922855601,0.75737546896562,0.0442768251523376,0.682949419366196,0.250044366111979,0.317388128023595,0.543210288975388,0
0.40610418934375,0.452209806302562,0.904643906280398,0.862657395889983,0.747434756951407,0.613938321126625,0.55669180303812,0.129951004870236,0.928648182889447,0.468488039681688,0.34252735809423,0.779720302671194,0.848336703376845,0.204726057592779,0.562804979039356,0.556915337685496,0.461934642400593,0.964475424261764,0.266873217420653,0.620839763432741,1
