CMI,HiCS,II,MAC,MS,MVP,TC,UDS
0.032685615801994916,0.1403584229390681,-0.03474618952401083,0.5028151639074699,-0.009699072141679754,0.4943176804750989,-0.00373904815185282,0.0
0.050451179502765675,0.16882372108178553,0.07788653124039488,0.5020629321648087,-0.28467410561074397,0.5409408084118726,0.10259899790033392,0.0
0.05577084517526992,0.16987943955685889,0.22263824230085535,0.5236547220214514,-0.42170403143773166,0.6309737895351663,0.3266088551168816,0.0
0.0707431114557674,0.19259693711306614,0.17610502731537656,0.518602374011973,-0.45249866278332707,0.5423482014018662,0.173521573088435,0.0
0.05267350613995514,0.1790681003584229,0.15606162903864035,0.5279509886850948,-0.4288894454183709,0.559528577424699,0.25780975704541625,0.0
0.09248650911183529,0.22884978820462684,-0.216679570375673,0.5396973203417463,-0.534184823441022,0.6822408419045757,0.23307478150209673,1.601566322798904E-16
0.12812436359753412,0.35098077549690454,0.4138630808738063,0.675918637636145,-0.6334078464473317,0.7506003114631978,0.6510121818523389,0.2857658345835894
0.13964231834406443,0.38574128380579986,0.7140652155720688,0.7560065221737977,-0.7290690807678867,0.7735718864221766,0.6207418801187151,0.37305156052899324
0.16283423294037894,0.3917367220593028,0.9261943842893016,0.7724128105628486,-0.7012549739822465,0.8136892283637246,1.084176913900175,0.3713732915651136
0.13819740053813573,0.3867318344737701,1.4625279800901976,0.8720702728795127,-0.738863999653715,0.8461103033272473,1.4630039896130524,0.2585092310502441
0.208726712894227,0.4488432714239165,1.9168731368831964,0.9575691965836559,-0.7994638765988624,0.8697365127151175,1.8120016055443748,0.38452347147478694
0.185905830080346,0.40376669925057035,1.1769417210138844,0.8326551063474774,-0.7414735045589036,0.7878398045017833,1.239995372028579,0.38915246476001186
0.18664678890553216,0.4090909090909093,0.8267798570732288,0.7598359166453079,-0.7033821533362394,0.8117589329674558,0.926499417320114,0.42482172081539255
0.15760381188248918,0.399784946236559,0.976966247642058,0.7434296282562576,-0.774914742775165,0.8459305138111957,1.1973879738900732,0.31807042555083326
0.14385585637049225,0.3670902574128381,0.9060471046359588,0.7924675370670995,-0.7801337525855435,0.8008468984168308,0.8910725134048147,0.3489507129747947
0.1433001438146893,0.38094493320299777,0.4533707657830006,0.7167682963627051,-0.711791932177607,0.7289368966542424,0.6134608958015692,0.3047668727072434
0.13737534830449902,0.2914369501466275,0.3217175846271621,0.5837390079061908,-0.7155515980125711,0.7873198088370005,0.570441855694083,0.30980021755640336
0.12280179178714049,0.3133528836754644,0.44684464236450355,0.5724317808479711,-0.6941561312543856,0.7476987218690884,0.48005632445674834,0.29178402833370676
0.11485431735751442,0.2724405343760181,0.4868742949724396,0.6186924787410204,-0.7073025943549356,0.724488180705558,0.4782279024189159,0.26115355298698406
0.11715431060640974,0.29996741609644834,0.23623437140842446,0.5761583352350472,-0.6715362996354731,0.738116478438987,0.412511365432863,0.2979795781330428
0.0961479063385268,0.22812642554578028,0.6398728834433273,0.5294316556684765,-0.5386246919763902,0.6297566277447348,0.49597908395391727,0.0
0.07267061055592433,0.23964809384164212,0.17100140031771185,0.513928066675412,-0.508955486916919,0.5660729879304683,0.20591616670092347,0.0
0.07437430537178652,0.22145324209840336,0.2212228739325933,0.5186023740119732,-0.439426403613731,0.6754216557254477,0.34380302690424364,0.0
