CMI,HiCS,II,MAC,MS,MVP,TC,UDS
0.03193881383451053,0.1748843271423916,-0.0936938151978594,0.5186023740119732,-0.25782464992749726,0.5605566648348446,0.120495343595035,0.0
0.029711098600487373,0.12358422939068098,0.011300309011023078,0.49055652999260785,0.13576536717032694,0.48500104041975156,0.009118103510773105,1.665183537005882E-16
0.030849535728784627,0.12263277940697298,-0.10797281841240285,0.4841179345612267,0.05134602838918695,0.48465027059246474,-0.03722993003163474,0.0
0.0493867607664677,0.1337895079830564,-0.32800658769243846,0.49814085657090945,0.1441380440462171,0.5536984878000311,0.10677001646788048,1.4317519845885956E-16
0.04148536987283846,0.17455848810687521,0.03018980467078358,0.5168380859171523,0.12020727631379557,0.5885921381136716,0.18942495949539198,0.0
0.03503838132941617,0.14211795373085695,-0.1127669605952753,0.5232766813485334,0.04007939820612039,0.6934838418640333,0.006437141310589327,0.0
0.04830842048464734,0.15668947539915284,-0.39051665007767705,0.5215123932537135,-0.03841599342058499,0.634363276183055,0.14223098096490086,0.0
0.034272068386606847,0.12542196155099378,-0.12675251477590294,0.5074894712440309,-0.11992901157272146,0.6053126605219225,0.016041231470266246,0.0
0.02793100586961933,0.14615835777126102,-0.22924770089523766,0.49346654923434813,-0.10595393790986068,0.5682359361873978,0.007065530389761608,0.0
0.025520694776986985,0.153822091886608,-0.11165092244205294,0.5121637785805918,0.0625879239286039,0.6416958231081555,0.07052681673724805,0.0
0.05097855395531742,0.17866405995438245,0.00256599121924685,0.5074894712440311,0.030581295044106116,0.7575588715087032,0.4423807320219257,1.2772953556710857E-16
0.03615004049650261,0.17687846203975233,-0.06606308094011454,0.5168380859171523,-0.023266024184297907,0.7140829905223718,0.1874337854768579,0.0
0.029302445284528578,0.1331638970348648,-0.2771946712467921,0.4887922418977878,0.03900344120729832,0.6372434395223675,0.0038586373963796117,0.0
0.06944582575830544,0.16986640599543826,0.08055869368817908,0.52781719794776,0.0010357632028885067,0.7500363511693913,0.511212499403043,0.0
0.03703686362573433,0.14843923101987613,-0.06556391112687746,0.49814085657090884,0.04058645840096775,0.7303204652802661,0.30638800150530376,0.0
0.038709795560007754,0.18914304333659163,0.00634679621156091,0.5074894712440311,-0.10836556566584149,0.7068738728841876,0.062344232027265356,0.0
0.03664253084025049,0.11616813294232649,-0.03963746932403464,0.5168380859171525,0.08414416587052087,0.4724199559080598,0.02048764978244012,0.0
0.03984272443765857,0.14888237210817853,-0.04027078883479858,0.4841179345612271,0.16099470369442848,0.588725226312429,-0.026370559144180333,0.0
0.05800907214878365,0.15485174323884002,-0.07004683530102786,0.5121637785805916,0.009841296342673389,0.5988763253396128,0.12050071766161123,0.0
0.028241223220757283,0.14267839687194528,-0.03905879603141009,0.5028151639074702,-0.03121821211811998,0.5303435808939213,0.016785965194416653,0.0
0.023310881544833906,0.13506679700228083,-0.14577585393675593,0.49346654923434835,0.14520163372321337,0.5706377179531953,-0.0481392434556721,1.5332048641118224E-16
0.04333643788695307,0.13567937438905184,-0.2872920568049775,0.5074894712440304,0.09614046804129439,0.6169134282536546,0.12243251187363567,0.0
0.05198119231662368,0.14978168784620396,-0.35573504674071127,0.47476931988810506,0.06920444110526758,0.6068508906056775,-0.07319655873399951,0.0
0.03178452100436502,0.17582274356467892,-0.11045086376022127,0.5121637785805918,0.19875213722780383,0.5174866070027376,0.0941216752354343,0.0
