CMI,HiCS,II,MAC,MS,MVP,TC,UDS
0.03405457503507353,0.1299967416096448,0.01564184632508689,0.5045794520022904,0.11240349624188095,0.5064214149859679,0.16288514524343564,0.0
0.0388361867835631,0.12767676767676772,-0.313630987954046,0.488792241897788,0.0933207186650713,0.5196259570342603,-0.07844505071702322,-1.3944687793077115E-16
0.037097706001889275,0.11210166177908112,-0.1005920815399916,0.5232766813485339,-0.11190261970794607,0.3917025134604784,-0.07759104063382491,0.0
0.036263280101408224,0.1494428152492668,0.14081497796946696,0.5121637785805923,0.06982280719654466,0.6168084914154102,0.1182278558332116,0.0
0.02389827238485842,0.10679700228087326,0.15461131007561515,0.4934665492343485,-0.011999394001231012,0.4547178158268433,-0.06458008156774625,0.0
0.018940784214642348,0.1218637992831541,-0.12180319167433386,0.513928066675412,-0.08933225737633554,0.5362095631590403,0.033702977912946346,-1.5157437479470794E-16
0.035205851664316,0.14666666666666667,0.18745577334449035,0.5074894712440311,0.026388772945246552,0.702854913772102,0.1467705071208629,0.0
0.042590532590351504,0.17802541544477024,0.28776972962417435,0.5168380859171527,0.0936299017107115,0.6520089863783812,0.20657195397509479,0.0
0.06781159463365677,0.20900619094167483,0.8543437198211882,0.5344904945842396,0.10525518422671931,0.8384432977701269,0.7213121944740783,0.0
0.08170736279060664,0.21227109807754962,1.136511680718657,0.6357564610787153,-0.07135017144199823,0.7764606316159436,1.0889132905158299,1.510875438521942E-16
0.07406450056772584,0.22659498207885304,1.3566749675669627,0.5910929909249907,0.001085232490191379,0.8277372728146078,1.268789711233701,0.0
0.08287102052956224,0.2329292929292929,0.9576932664444706,0.5685529973602916,-0.157612241175143,0.8342505385962095,1.135166749928452,-1.6607724513872112E-16
0.053734393369668954,0.17820788530465945,0.600663690735423,0.5669087581928506,0.04176135397439423,0.8195156827096984,0.8523455465170818,0.0
0.06778665077520352,0.1807363962202671,0.284717676683335,0.5437381987895976,-0.19071956170211446,0.7891795514209529,0.5056970480159672,0.0
0.05193345874302513,0.19280547409579665,0.583609476798361,0.5232766813485337,0.022789882294014963,0.8130614492043327,0.530390738430616,0.0
0.0378657193668856,0.16689475399152823,0.19170440663763313,0.48959074798701546,0.16736387443458145,0.6872875329625813,0.2589080976247625,0.0
0.05034678097740003,0.15980449657869011,0.16033735156434384,0.5092537593388518,-0.1020953335002916,0.7460245004567286,0.1561223682730107,0.0
0.04953387937269704,0.2006907787552948,0.16167101270659984,0.5045794520022904,-0.3384472209081945,0.7297988593304517,0.2717695806060399,0.0
0.03387937042215183,0.12930596285434995,-0.1120497916534028,0.49346654923434835,0.014973734900273206,0.506254957335389,0.012088274578648318,0.0
0.047645116295070955,0.14389051808406644,-0.13483402284938587,0.5121637785805918,0.16485330810399723,0.5051962223772122,0.09684995589992386,0.0
0.025519689506161625,0.11466275659824049,0.12425415432517548,0.49814085657090906,0.005339591198177784,0.4416497129408484,0.06370871658426135,0.0
0.037003509948303204,0.12439231019876179,-0.3202075581948648,0.5092537593388513,-0.023661778482715223,0.5207608481607048,-0.08768153464683086,0.0
0.027119617128975038,0.162515477354187,-0.4582290874010613,0.5232766813485337,-0.044451246471447825,0.5818145353299877,-0.020832954474295954,0.0
0.03745563493271459,0.150772238514174,-0.2216367634663584,0.48411793456122687,-0.10127909025980603,0.5124552666323515,-0.005206650559761536,1.624754180713768E-16
0.020161981607498602,0.12169436298468557,-0.2443921746036291,0.49814085657090945,-0.11316408653415133,0.5162728764450725,-0.0656638987340234,0.0
0.03698731793080662,0.133763440860215,-0.04146746428163141,0.4895907479870157,0.19510377728926853,0.4730384341390897,0.027812468494907792,0.0
0.027737458139765525,0.1431085043988269,-0.14834226440523954,0.5074894712440309,-0.09503359273790773,0.5558826719004902,0.04624599819271206,0.0
0.04932201165761824,0.15874877810361682,0.04931444296749618,0.5038579548577214,0.020378254538034657,0.6005693610120358,0.22467380390831418,0.0
0.031988902307392986,0.1416617790811339,-0.11248895539356579,0.521512393253713,0.06381228878933276,0.5234684423699123,0.04720857171484987,0.0
0.037649620903436154,0.12016943629846857,0.005918079756150168,0.4887922418977874,-0.08769977089536274,0.47404707442350963,0.0514425630729271,0.0
0.04308339374463038,0.13019224503095464,-0.1466742913692875,0.4848350123634471,0.024781021107926182,0.5246219897348492,-0.07949216395091276,1.6211054136250491E-16
0.026339575308355956,0.11638970348647773,-0.29070694878667747,0.4952308373291688,0.01776874963284536,0.4988809625109194,0.03428042687227274,-1.3825812965729148E-16
0.02921293962996868,0.1277940697295536,-0.03826780094969683,0.4841179345612267,0.042157108272810884,0.525110305402393,0.04134431616859775,0.0
0.04860941751217707,0.14404692082111434,0.060369875165991044,0.5028151639074699,-0.1286108714942505,0.5170922288319946,0.07664087474918135,0.0
0.027837354911332546,0.1418572825024438,-0.07970779982602318,0.512163778580592,-0.09249829176367241,0.5346118594222828,0.16589642299577223,0.0
0.048574850816362536,0.11526881720430106,-0.10924339940877896,0.47944362722466616,-0.19013829757631412,0.4174280711705586,0.043893904299044904,0.0
0.018874916849486778,0.118931247963506,-0.24173515981799923,0.49346654923434835,-0.018826155648927978,0.5179227419433347,-0.09403243638876203,-1.5613703842511299E-16
0.022639687063007008,0.12434017595307915,-0.29868796748305776,0.4887922418977876,-0.07064523409794354,0.5245956328890666,-0.020439480542121368,0.0
0.03326368485802239,0.1287715868361029,-0.1649166995056679,0.5261867005902746,-0.0548026948394254,0.5383705696992294,0.12077371380942797,0.0
0.05201328314376691,0.14315412186379928,0.05762565972155617,0.49814085657090906,-2.999075542688967E-4,0.6242630314187826,0.19738969941487086,0.0
