"1","2","3","4","5","6","7","8","9","10","class"
0.914462514454499,0.821448585484177,0.623414046131074,0.196577498922125,0.863216402707621,0.316976826870814,0.00628882786259055,0.55226535606198,0.891009638784453,0.423414156772196,0
0.102957723662257,0.425845053978264,0.0237065248657018,0.706482762238011,0.914003582671285,0.806221814127639,0.028755497187376,0.821318050846457,0.707469440530986,0.127526201540604,0
0.0341611753683537,0.722584322327748,0.252994209295139,0.283938044216484,0.909897212870419,0.292718680109829,0.848422042327002,0.0415832181461155,0.673060085391626,0.10074867028743,0
0.96149723068811,0.376145720947534,0.701264200964943,0.947380016557872,0.883326641051099,0.430721588199958,0.324469099286944,0.498280890285969,0.449631814844906,0.712224879302084,0
0.441649657208472,0.966248704586178,0.20209584874101,0.513014684664086,0.278794219018891,0.104450456798077,0.264620512491092,0.175018761307001,0.159028022550046,0.712220924440771,0
0.549374879105017,0.786958746379241,0.360572914360091,0.492053901543841,0.618321368470788,0.513987177517265,0.110947898589075,0.922488567885011,0.494845579611138,0.230042743496597,0
0.37560640880838,0.346441833302379,0.176471848972142,0.986959396628663,0.935973237501457,0.156762765720487,0.360208701342344,0.81245259870775,0.338402326684445,0.80990615580231,0
0.677242476958781,0.966497197980061,0.658336246619001,0.82731077587232,0.675190398935229,0.821973855607212,0.549774200888351,0.393394076498225,0.615559715544805,0.757243777625263,0
0.748390265041962,0.236237790901214,0.511647978331894,0.254289018921554,0.181664295727387,0.371489229612052,0.925153130665421,0.58867488685064,0.221717086387798,0.960970279062167,0
0.608369175810367,0.831181342015043,0.134302320191637,0.168909675208852,0.82462274399586,0.553199794143438,0.747675965540111,0.750952709000558,0.383789347950369,0.289068591780961,0
0.731800278881565,0.00324159068986773,0.626061387592927,0.882698189932853,0.0705810461658984,0.26094037736766,0.938882216112688,0.751208649948239,0.962291717063636,0.00138962734490633,0
0.30643877829425,0.814731316408142,0.561628534458578,0.0195414912886918,0.619894308969378,0.294056733138859,0.575480587547645,0.566311915870756,0.558047178667039,0.276029945584014,0
0.354018206009641,0.434500802773982,0.0636117234826088,0.374375571962446,0.481832079123706,0.826169313164428,0.211563463322818,0.523451805580407,0.0997071245219558,0.279695437988266,0
0.73425732459873,0.77855805400759,0.937728959135711,0.492304188665003,0.273917542072013,0.648597094463184,0.73040782334283,0.475441495189443,0.525401894934475,0.211280975025147,0
